Quality_Label,Clarity_Rating,Pace_Rating,Pauses_Rating,Pitch_Rating,Loudness_Rating,WPM,Avg_Pause,Pitch_Variability,Disfluencies,Filled_Pauses,Loudness_Variance,Articulation_Rate
Excellent,2,4,4,4,5,142.456665,0.231784597,80.29339726,3,2,0.015754521,2.15933513
Good,2,5,4,3,4,156.12367,0.361763479,26.33144945,2,0,0.006447563,2.19641172
Good,3,5,4,4,2,138.797306,0.141556926,61.85927888,0,0,0.003609464,2.108503665
Good,2,5,5,4,3,131.380086,0.370567996,34.716305,1,5,0.007819032,2.391035993
Good,4,5,5,4,1,137.132032,0.303930878,68.28133559,1,1,0.001,2.993489711
Excellent,3,5,4,5,3,139.467311,0.336764594,54.18579458,2,0,0.00672413,2.177961928
Good,3,5,4,2,4,157.908468,0.202531351,16.725857,1,0,0.007048076,2.575390304
Good,2,3,3,4,4,200.0,0.08066999,65.09679114,1,3,0.009383801,2.237324262
Good,3,4,4,4,4,134.247044,0.340390248,41.12990136,1,0,0.009920867,2.395876383
Good,2,4,3,5,2,140.834243,0.032391622,76.1475213,1,2,0.005489291,1.895983515
Good,3,4,4,4,3,148.611294,0.241917941,55.03181653,0,1,0.006548158,2.411784708
Excellent,3,5,5,5,3,158.707575,0.392941824,64.49010365,2,1,0.004701638,2.422517848
Good,4,4,4,3,2,155.798118,0.303027728,32.01834508,1,1,0.003615812,2.716115178
Excellent,4,4,4,5,4,178.250107,0.513801117,40.85602645,0,2,0.007929684,2.589312365
Bad,2,2,4,4,1,96.619374,0.403013098,43.99267273,2,1,0.003179243,2.02064315
Good,4,2,5,5,3,97.487543,0.201532193,75.56085953,1,0,0.005756119,2.933679298
Good,3,5,4,5,2,139.09068,0.283277606,95.25705011,1,2,0.004014478,2.584121216
Good,3,5,5,3,4,174.140604,0.274315516,35.67587796,1,1,0.00864905,2.579357407
Good,3,3,3,4,5,115.555743,0.090138788,80.84435547,3,1,0.01240429,2.496327059
Bad,2,1,5,1,1,83.832089,0.16715213,2.92774197,1,3,0.003095236,2.292897021
Good,3,5,4,3,1,162.565947,0.212708691,26.33945437,0,2,0.001440945,2.587120936
Good,3,4,3,4,3,155.360459,0.03565354,31.98931705,0,2,0.006625339,2.690235374
Good,1,4,5,3,4,126.015415,0.285699216,22.53979145,2,4,0.007047093,1.801241723
Good,3,4,4,2,4,128.318129,0.250111379,16.99387865,1,3,0.007655978,2.284495665
Good,4,5,3,4,3,128.665638,0.079252732,64.91197389,0,0,0.005661038,2.398021212
Excellent,3,5,5,5,3,152.431777,0.328505544,49.86237525,0,2,0.006398082,2.602468242
Excellent,4,5,5,4,4,136.221064,0.365904729,64.10572954,1,1,0.008102531,2.977324402
Excellent,2,4,4,5,4,160.869406,0.307244137,71.57134447,0,1,0.010121293,2.191303674
Good,3,2,5,5,1,87.198213,0.241111819,61.37480784,2,1,0.001134854,2.300815261
Excellent,3,5,4,5,3,131.149259,0.350973058,70.78631623,0,3,0.005893182,2.294986356
Good,3,4,5,4,3,125.226813,0.361626443,53.33122513,0,0,0.007641426,2.179388964
Good,2,4,4,3,2,144.360505,0.316888428,26.51215868,2,1,0.004246072,2.361125402
Excellent,3,5,5,5,5,138.162949,0.18104653,80.38754034,0,4,0.012193509,2.808320888
Good,2,5,4,4,3,167.552563,0.313192092,40.86130881,2,1,0.00509377,2.078465802
Good,4,3,4,4,3,109.094591,0.423457678,32.54568883,1,2,0.006876122,2.671125758
Excellent,2,4,5,5,4,151.000812,0.208404513,50.72997098,1,2,0.008668066,1.819239108
Good,3,5,4,3,2,162.283401,0.531752721,33.09253794,1,1,0.005226146,2.275464801
Good,3,4,4,5,1,190.846244,0.216924288,44.98167083,2,1,0.001460281,2.36820428
Good,3,4,4,5,3,139.401149,0.283888842,63.25729412,3,4,0.005714036,3.169943869
Good,2,4,5,4,4,157.138089,0.199301728,63.36020174,3,2,0.010088322,2.390079078
Good,1,4,4,4,3,110.315019,0.3067925,33.45207841,2,2,0.005989315,1.619502611
Bad,1,3,3,4,2,97.376964,0.070933397,43.29507105,1,2,0.004460697,1.700444437
Excellent,3,5,4,4,4,168.585036,0.214474984,80.78399211,0,3,0.009777017,2.513611835
Excellent,4,4,4,5,3,149.877674,0.148945456,66.91360283,1,2,0.006007675,2.745508342
Good,4,4,4,4,3,175.927279,0.296240602,100.0,1,1,0.005469518,2.650182343
Good,3,4,4,4,3,119.785136,0.399333685,83.32307617,1,2,0.007448368,2.567028042
Excellent,4,5,5,5,4,161.437847,0.357520742,82.46303365,0,1,0.009312251,2.964903839
Good,3,3,3,3,5,191.113992,0.0,21.69115479,0,2,0.014145141,2.284163512
Excellent,4,4,4,5,4,159.233523,0.525048358,73.33264844,2,2,0.009481708,2.857964222
Excellent,1,5,4,4,5,156.084793,0.315433593,53.72543676,1,2,0.01047952,1.847194046
Good,2,4,4,4,2,150.188234,0.186820103,41.77643672,1,2,0.005482101,2.138020867
Good,2,4,5,4,2,115.440608,0.29885535,59.03236817,1,2,0.003922396,1.777183442
Good,3,4,4,5,3,179.822605,0.301142779,77.68507683,1,1,0.007186994,2.39006188
Good,3,4,5,4,4,136.561132,0.199978154,67.01995818,2,0,0.00732151,2.481495513
Good,3,4,5,4,2,161.098632,0.30375,33.91662877,1,2,0.003764462,2.545640597
Good,3,3,5,5,3,115.613245,0.207103325,72.81901393,2,0,0.006474116,2.524753341
Good,3,4,4,4,3,124.051887,0.231476561,39.69789899,2,0,0.008197953,2.128978668
Excellent,3,4,4,5,4,181.571923,0.197646504,60.20039486,1,2,0.00808118,2.423903662
Good,1,4,4,5,3,142.35935,0.108079445,47.71959838,3,1,0.008512864,1.901021333
Excellent,5,4,4,5,4,181.97206,0.297500376,49.74720996,1,0,0.007872894,3.04529159
Good,4,5,5,5,2,148.278926,0.350235932,73.3898314,0,0,0.005478974,2.378549571
Good,2,2,4,3,3,109.478249,0.341786032,30.03535072,1,1,0.005458298,2.304445552
Good,4,5,4,4,2,169.625487,0.37839103,100.0,0,1,0.003403146,3.135576131
Good,2,5,5,2,5,137.022369,0.318920825,11.29393434,1,3,0.012354325,2.003101387
Good,2,5,5,4,3,165.371154,0.21607294,40.6559756,1,2,0.007040351,2.049765154
Good,3,4,4,5,3,150.554639,0.380759664,63.88508536,0,1,0.006325441,2.06151187
Good,3,5,4,4,2,116.051399,0.117097895,69.02353999,0,1,0.004213624,2.472851447
Excellent,2,4,4,5,5,153.614485,0.171919434,52.58858271,1,4,0.015806974,2.672652652
Good,3,3,4,4,2,198.316909,0.164295991,53.62262313,1,2,0.003780016,2.795870187
Excellent,5,5,4,5,3,160.845702,0.409606727,64.85320205,1,1,0.005713456,3.5
Excellent,2,5,5,5,4,148.734609,0.393134622,49.45433254,1,1,0.008247511,1.600227018
Excellent,4,5,5,5,4,173.657555,0.338476628,88.43635019,1,1,0.008800639,2.743494236
Excellent,3,4,5,5,4,154.634706,0.408631584,75.14437874,2,0,0.009873796,2.277147771
Excellent,2,4,4,4,5,154.609753,0.174486066,75.94778442,2,3,0.012422826,2.26543394
Good,2,4,4,4,4,125.984246,0.321831414,31.81223864,1,2,0.008518473,2.252091149
Good,3,4,4,5,3,155.144657,0.264979069,53.09467781,2,0,0.003831908,2.136492132
Excellent,3,5,5,5,3,172.779755,0.381625852,47.78881723,3,5,0.006229165,3.173809934
Good,4,4,5,4,3,131.606633,0.266173092,30.86556698,2,0,0.007923497,2.836918931
Excellent,4,4,4,4,5,181.338908,0.233806853,63.64394041,2,1,0.013204678,2.509278391
Good,3,5,4,4,2,147.982467,0.344909022,42.09650181,2,3,0.002806584,3.040406301
Excellent,2,4,5,5,4,130.469071,0.3851403,70.72969192,1,1,0.01060773,1.894988414
Good,2,4,4,3,3,171.947906,0.199798577,29.31540249,1,2,0.007539743,1.967717947
Good,2,4,4,4,4,143.690527,0.272670919,96.25697471,0,2,0.009513492,1.628812907
Good,3,5,4,4,3,166.709328,0.152987124,33.48801619,2,1,0.006694016,2.220234184
Good,4,4,2,5,2,143.58131,0.0,60.26325609,0,3,0.004472702,2.564679411
Excellent,4,5,4,4,4,148.683825,0.304055156,74.00462345,0,1,0.009252618,2.541143431
Good,3,4,4,4,4,160.858324,0.353068643,41.30462968,1,2,0.008963293,2.559736764
Excellent,2,5,5,5,4,156.399735,0.311448017,75.45924744,0,2,0.009916171,1.935577268
Good,3,3,3,3,3,106.098301,0.046052594,25.49959365,1,2,0.006960086,2.821261897
Excellent,5,4,5,5,3,125.332638,0.237898068,89.85082478,0,0,0.005200534,2.595851007
Good,4,4,2,4,1,170.44702,0.013798269,55.33958236,0,1,0.002323639,2.793221713
Good,1,4,4,4,4,147.092995,0.444364133,40.68612621,1,4,0.00945812,1.742895129
Excellent,4,5,4,4,4,138.477911,0.14967345,47.81963746,0,0,0.008271668,2.624596344
Good,2,4,5,4,3,120.111372,0.430648433,74.41406247,2,1,0.004102652,2.024893904
Good,4,4,4,4,2,126.245801,0.393504357,40.973073,0,0,0.005384279,2.341070699
Good,4,3,5,4,2,105.52043,0.171929158,37.01541545,0,2,0.005599724,2.713745959
Good,3,4,4,4,1,147.771824,0.144065806,49.68312166,1,4,0.002551047,2.536437443
Good,2,4,4,3,3,136.834373,0.322044426,26.75290929,0,3,0.004546953,2.159384008
Good,3,4,4,4,2,128.735066,0.178681116,98.69305379,1,0,0.003598509,2.502509262
Good,2,5,4,4,3,148.501285,0.292298157,41.40652981,1,1,0.005762563,1.887385874
Good,5,5,4,4,2,158.007354,0.222060689,74.95880287,0,0,0.004783908,2.960106958
Good,3,3,3,5,1,196.050355,0.06626099,60.02728201,1,1,0.002118985,2.417886392
Good,4,4,2,3,4,116.738565,0.012343838,31.37118279,1,3,0.013067771,2.947419978
Excellent,3,4,5,4,5,175.506383,0.30720211,54.85708698,1,0,0.010757622,2.289387325
Good,2,4,5,5,3,171.408234,0.21261307,73.8160667,1,3,0.004662942,2.290569605
Good,2,5,4,5,3,132.85996,0.213629222,50.48172796,1,2,0.007817264,2.194325285
Excellent,4,5,4,5,3,154.471191,0.363503661,83.6347107,1,2,0.008252395,2.850469573
Excellent,3,5,4,5,5,139.932069,0.420813073,79.51636943,0,1,0.010573258,2.216227537
Good,4,4,4,4,2,154.085149,0.247294633,77.05395651,1,2,0.004544185,2.757838173
Excellent,4,4,4,5,5,183.200882,0.239128155,43.96823747,0,1,0.01027632,2.347019041
Good,2,4,4,3,3,163.323337,0.340017164,29.08378125,2,1,0.005356284,1.70961468
Good,1,5,4,4,2,161.189384,0.117167732,40.27389747,2,6,0.002992413,2.271874373
Good,1,4,4,5,4,140.533195,0.306778367,59.70978258,3,2,0.00917241,2.028356714
Excellent,3,3,4,5,4,117.350753,0.346226317,68.09888112,1,1,0.010872275,2.513561089
Good,2,5,5,1,5,145.413699,0.361627625,2.88228629,0,2,0.014763727,2.023836906
Good,4,4,3,5,2,176.545379,0.047589676,54.80528316,0,0,0.003400824,2.87039004
Good,3,3,4,4,3,116.402307,0.188637368,58.79414141,3,0,0.009096759,2.463569656
Good,3,4,5,4,3,126.788034,0.17460841,48.33893785,0,2,0.005770596,2.428961602
Excellent,3,4,4,5,4,152.77789,0.291986435,85.99057214,0,2,0.009350076,2.762356855
Good,4,4,4,5,2,128.337595,0.33768935,65.12272178,0,1,0.002588531,2.885562774
Good,3,4,5,4,1,132.564484,0.459605249,86.44460579,1,0,0.003211691,2.491960499
Good,2,5,4,4,3,140.680831,0.220604142,49.81694751,1,1,0.004672376,2.19151988
Good,2,4,5,4,4,119.956417,0.2202913,77.49945982,0,1,0.007236892,1.790412154
Good,4,4,4,4,3,128.569319,0.417960642,94.24159347,0,0,0.005076756,2.225580097
Excellent,3,5,5,4,4,165.475414,0.315589233,86.48064278,2,1,0.008977163,2.253115101
Good,4,4,5,3,4,121.237865,0.432118181,28.78860176,2,0,0.010080684,2.542822981
Excellent,3,3,4,4,5,114.846813,0.31464736,48.91177414,0,1,0.008798733,2.361941248
Excellent,4,4,4,4,5,136.13945,0.141146006,46.71604707,2,0,0.011856363,2.775173189
Good,2,4,4,5,3,166.103021,0.120024597,66.74210884,1,5,0.00824748,2.254806691
Good,2,5,3,5,2,145.66772,0.09381853,71.47248532,2,4,0.00334931,2.477183533
Excellent,3,5,4,3,5,139.779216,0.35944622,34.86657582,1,3,0.01109013,2.973594977
