Quality_Label,Clarity_Rating,Pace_Rating,Pauses_Rating,Pitch_Rating,Loudness_Rating,WPM,Avg_Pause,Pitch_Variability,Disfluencies,Filled_Pauses,Loudness_Variance,Articulation_Rate
Good,4,3,3,4,4,147.5155002,0.047653005,65.57813249,1,4,0.009020274,2.34112164
Excellent,4,4,5,5,4,157.1339959,0.352350861,82.23170951,0,0,0.004316568,2.883965502
Good,4,3,3,4,3,144.7079295,0.272957917,24.97738828,1,2,0.008334412,2.884190946
Excellent,4,4,5,5,4,130.663217,0.289630208,59.2942192,2,0,0.005682623,3.161944551
Bad,1,1,1,1,2,96.72206173,0.263817074,20.02620064,2,2,0.014061091,2.377672785
Excellent,5,4,5,4,4,164.2050425,0.321462685,61.67644427,1,0,0.005471416,3.171475273
Bad,2,2,1,2,2,128.756766,0.000617036,14.25915819,1,5,0.011058173,1.940851568
Good,3,4,4,4,3,132.2358305,0.267903036,49.80292525,1,3,0.009376787,2.575178456
Excellent,4,4,4,5,4,146.4070791,0.336688123,67.31363942,0,0,0.004071731,2.818873762
Excellent,4,5,4,5,5,146.2967663,0.308322051,63.10459679,1,0,0.005494956,2.738219814
Bad,1,2,2,1,2,110.928731,0.110906143,14.94352649,0,6,0.013961678,1.658487904
Good,3,3,4,3,4,132.798022,0.260224216,54.4052272,0,0,0.005948389,2.360688478
Good,4,4,3,3,3,109.4713964,0.240960657,35.3007794,1,3,0.007927448,2.573345067
Good,3,4,4,3,4,149.7530177,0.242065931,72.15964395,1,3,0.00485983,2.024538173
Excellent,4,4,4,5,5,164.437646,0.329053994,65.18226737,0,0,0.006626519,2.203741003
Good,4,3,3,4,4,158.7380265,0.289312365,37.63138997,0,2,0.006900467,2.177750278
Excellent,4,4,5,5,4,149.8571097,0.364822947,69.59142066,0,0,0.004062978,3.023760405
Bad,1,1,1,2,1,125.7160032,0.192545756,10.49535785,2,4,0.011809155,1.983353123
Good,4,3,3,3,3,109.373977,0.212311346,62.9014913,0,3,0.007203528,2.317790456
Good,4,4,4,3,3,140.8944555,0.198245058,58.37867976,2,1,0.007786971,2.43436001
Excellent,5,5,4,5,4,159.5014547,0.434282415,65.39704556,0,1,0.003442417,2.91087271
Good,3,3,3,3,4,149.2802982,0.340345955,85.58012422,1,3,0.006806742,2.249323285
Good,4,4,3,4,4,143.1739246,0.340500223,46.70303006,2,3,0.006834298,2.288050445
Good,3,4,4,4,4,115.5057158,0.204178526,59.6059789,0,3,0.007358549,2.548209056
Good,3,3,4,4,3,143.9101065,0.041212657,54.54282642,0,1,0.010220135,1.906267041
Bad,2,1,1,1,2,102.7511812,0.038033011,5.579777864,3,2,0.016643307,1.061936991
Good,3,3,4,4,4,143.8126084,0.297021039,51.38182159,0,2,0.008007631,1.753836227
Excellent,4,4,4,4,5,160.3028345,0.361939458,67.40957854,0,0,0.00480365,2.845525909
Good,3,4,3,4,4,140.7791883,0.26527502,39.26524121,1,2,0.003911071,2.551028725
Good,4,3,4,4,4,156.6227423,0.166807526,57.35328686,1,3,0.004893169,2.661020319
Good,4,4,3,3,3,147.4352283,0.30347745,43.79723765,2,6,0.005019948,2.267997783
Good,3,3,4,4,4,155.0771386,0.229809597,54.08720023,2,3,0.009870363,2.310730949
Good,4,4,3,3,4,160.6356022,0.142757712,63.97321575,2,2,0.002697541,2.930489493
Good,4,4,3,3,4,156.344973,0.37271825,23.01085126,2,0,0.005634015,2.052976732
Good,3,3,4,3,3,117.0080622,0.056683859,43.6027529,2,4,0.007258614,2.514014239
Excellent,5,5,5,5,5,142.4603541,0.335966246,53.07043186,0,0,0.00490166,2.73597883
Excellent,4,4,4,5,4,163.9200229,0.365810004,69.33609596,1,0,0.005329316,2.778965149
