Quality_Label,Clarity_Rating,Pace_Rating,Pauses_Rating,Pitch_Rating,Loudness_Rating,WPM,Avg_Pause,Pitch_Variability,Disfluencies,Filled_Pauses,Loudness_Variance,Articulation_Rate
Good,1,4,4,5,5,161.312975,0.133258268,46.74592737,2,3,0.00819792,2.090288982
Good,2,5,5,4,5,127.484474,0.142102766,55.71282646,1,2,0.00575785,1.860423893
Good,3,4,4,5,4,133.350564,0.230747795,30.2720277,0,0,0.006235906,2.363633387
Bad,2,3,4,2,4,103.505036,0.280938237,82.66297096,1,1,0.001,2.042010708
Excellent,3,5,5,4,4,121.112346,0.273202896,26.89168713,1,2,0.008748983,2.443514365
Good,1,5,5,4,4,134.218452,0.33926199,23.14460497,4,5,0.007039465,1.727641742
Good,3,4,5,4,4,108.980128,0.241560227,65.84599572,0,2,0.00899403,2.482352093
Good,2,4,4,5,4,139.51396,0.414424089,59.24992849,3,3,0.001,2.683411585
Good,2,4,5,4,4,119.987226,0.20824118,56.23415671,0,2,0.012265124,1.552505743
Good,3,4,3,5,4,126.166125,0.5664203,56.31021917,1,2,0.005581231,2.499622628
Good,2,4,5,5,4,119.965868,0.315080082,44.77955809,2,5,0.009324548,2.841067597
Good,1,3,4,4,5,169.045564,0.137141093,28.84942131,2,4,0.002880282,1.866143593
Excellent,4,5,4,5,5,131.730056,0.1114929,46.36448205,0,2,0.007838322,3.019028955
Excellent,4,4,5,4,4,110.845781,0.29789669,32.81108919,0,0,0.002839753,2.517607604
Good,1,5,4,5,5,148.450898,0.213184466,62.5521552,1,3,0.004128693,2.067995258
Good,3,4,4,5,5,107.583127,0.325680059,42.35296713,0,2,0.011742094,2.327692369
Good,3,4,5,4,4,136.177272,0.296788515,30.14105046,1,3,0.005427953,2.573330765
Good,3,2,4,5,4,92.806598,0.23126053,39.21505485,1,1,0.006652299,2.380402157
Good,3,3,4,5,4,105.436279,0.138384754,52.43276618,1,1,0.008610203,2.565502397
Good,2,5,4,4,4,135.937225,0.058218333,34.85295805,1,5,0.007487046,1.981730563
Good,1,5,4,5,5,146.769332,0.186418206,30.20003288,4,3,0.006451257,2.41774433
Good,1,4,4,4,4,135.427366,0.342767855,49.38636981,0,4,0.007094883,1.784514201
Good,1,5,5,5,4,129.687034,0.265691249,49.40939828,3,2,0.013210247,2.305509575
Good,2,5,4,5,4,125.977926,0.090511347,35.87502284,1,1,0.005827144,1.988436943
Good,3,3,5,4,5,102.42956,0.260781711,36.5213105,0,1,0.006603297,2.055788023
Excellent,4,4,4,4,4,117.603116,0.286238086,49.17689887,1,0,0.009151963,2.84443727
Excellent,4,5,4,3,5,122.787225,0.133937108,18.93448185,1,0,0.009316578,2.786524048
Good,3,4,4,3,5,153.142445,0.258447013,19.66565206,0,3,0.009561091,2.593655248
Good,1,5,5,4,5,138.872366,0.246985046,32.06800402,1,3,0.007916191,1.913074894
Bad,1,2,4,5,4,96.739197,0.102843564,41.15795127,1,4,0.002570985,2.22343662
Good,3,5,4,5,3,138.481679,0.282934483,50.59633618,2,2,0.010900295,2.83523908
Good,1,4,5,4,5,124.298354,0.307294143,71.55641191,1,4,0.002560964,2.406686765
Excellent,5,4,4,4,5,118.46156,0.369966149,60.43787322,0,1,0.006907906,3.277731816
Good,2,5,5,4,5,144.233526,0.366456246,42.12110646,3,2,0.003737172,2.507327136
Good,2,4,4,4,5,152.61999,0.074679676,44.65770826,3,0,0.005807585,2.426819647
Good,1,4,5,4,4,150.625602,0.127460995,26.95447144,1,5,0.006986287,2.226353414
Good,2,5,4,5,5,115.21565,0.301804232,44.66676355,3,2,0.006964072,2.403416362
Good,2,5,4,5,4,125.815752,0.301654314,39.8041445,2,2,0.007265762,2.289012065
Good,3,4,4,4,5,138.625269,0.301805722,50.80893409,0,3,0.010841134,2.633243471
Good,2,5,1,4,5,151.510903,0.702327779,30.10984302,3,2,0.007360603,2.732680927
Good,1,5,5,4,5,122.416515,0.308506861,54.34823726,1,6,0.00526753,2.035604216
Good,2,5,4,4,5,128.28682,0.376267877,72.58930043,0,2,0.008892262,1.817506819
Good,1,4,4,4,5,109.873301,0.354480212,43.04231733,0,2,0.009568411,1.615517851
Good,2,4,4,5,4,108.075868,0.31816695,52.230811,3,2,0.002317177,2.553196531
Good,1,4,5,4,4,148.250516,0.202167691,57.42259185,3,3,0.0077922,1.908653358
Good,1,4,5,4,4,159.124801,0.331076306,37.77803151,1,3,0.008103518,1.488843763
Good,2,4,4,5,4,130.559798,0.147260974,49.03366467,2,3,0.005107309,2.505431442
Good,3,3,4,5,4,152.070658,0.211581767,45.22666321,1,6,0.01012712,3.347199807
Excellent,3,5,5,4,4,139.232721,0.181756374,46.75816977,1,1,0.005549833,2.347571635
Good,2,5,5,4,5,119.097605,0.249824897,31.08582389,2,2,0.006376729,2.68539631
Good,2,4,3,4,4,139.227912,0.517759028,45.44118314,2,1,0.005480785,2.382731743
Good,2,3,3,4,5,162.760731,0.015928177,53.96396924,0,2,0.006046737,2.310444139
Good,1,5,5,4,5,131.283479,0.322351223,71.12058494,4,3,0.002711175,2.717630593
Good,2,4,3,5,4,163.292873,0.046474095,62.26687487,0,3,0.001679847,2.233890182
Good,3,1,5,3,4,80.0,0.183368176,83.75728424,1,2,0.010783515,2.456956926
Good,3,4,5,4,5,148.43805,0.370674072,31.18774387,1,1,0.003459116,2.478679122
Good,1,4,4,5,5,133.740941,0.247713602,60.70177146,3,4,0.003025823,2.082763819
Excellent,4,5,4,4,4,126.019853,0.110670627,48.3001561,1,1,0.001,2.74681694
Good,2,4,4,3,4,133.835216,0.154163555,84.4164528,1,2,0.004083115,2.280016097
Good,2,2,4,5,4,92.248622,0.32155173,30.45063086,2,2,0.002030731,2.047701936
Good,3,4,5,4,4,127.606562,0.152356004,29.88500684,1,2,0.010926045,2.564603937
Good,1,4,5,5,4,139.142251,0.265975031,34.21093238,3,0,0.009029451,1.990612807
Good,2,4,4,2,4,161.557881,0.245468621,6.76987696,1,4,0.003935549,2.361272463
Excellent,3,5,5,4,5,121.634596,0.161807958,35.53640961,0,1,0.012757307,2.346352401
Excellent,4,5,4,4,5,115.830128,0.497273291,31.33561209,2,0,0.008945296,2.784358226
Excellent,3,4,5,5,5,121.964859,0.316070283,47.70708816,2,2,0.005025506,2.539879293
Good,2,4,3,5,5,150.308042,0.0,51.15160756,2,2,0.001,2.339989217
Good,3,4,5,4,4,138.575022,0.262374518,78.77107511,0,3,0.012872828,2.67710652
Good,2,5,5,5,5,121.404796,0.160585624,62.10762909,5,2,0.001831283,2.90608302
Excellent,4,4,4,5,4,142.265349,0.342292,34.6157342,0,0,0.001063804,2.573124123
Good,2,4,4,4,5,133.941551,0.144897511,28.82853592,2,2,0.009067711,2.354141048
Good,1,5,4,4,4,151.3729,0.226231627,53.85454509,4,2,0.013319257,1.825265507
Good,2,5,5,3,4,117.958938,0.300598473,21.23580227,2,3,0.010152818,1.923954535
Good,1,4,4,3,4,125.446757,0.343890623,77.96625779,4,2,0.007691727,2.227910118
Good,2,4,4,4,5,124.157837,0.095964431,66.22992217,0,2,0.007784263,2.106195119
Good,3,4,5,4,5,102.729701,0.199859852,36.55483826,2,0,0.008560247,2.275211479
Good,2,5,5,2,5,137.922406,0.183006563,14.16357848,1,3,0.008276786,2.37265997
Good,2,4,5,4,5,137.221105,0.161600492,69.36970273,2,3,0.006843574,2.561877102
Good,1,5,4,4,5,132.102269,0.451854509,42.93828279,2,4,0.006312603,2.321800489
Good,3,4,5,4,5,127.308257,0.288597805,67.28069362,1,0,0.005812221,2.544600658
Good,2,4,3,4,4,103.692585,0.088693925,16.30030214,0,4,0.003738106,2.375789766
Good,2,5,4,4,4,123.587094,0.350143434,34.21124959,0,0,0.005157975,1.559813373
Good,2,4,3,4,5,125.14571,0.494658744,45.09438659,1,2,0.001,1.974265842
Good,2,5,4,4,5,115.954455,0.363895831,45.84565069,2,1,0.005704981,2.292364978
Good,1,5,3,5,4,128.774286,0.057675604,36.89882151,1,2,0.003034227,1.866122103
Excellent,3,5,4,5,4,140.081017,0.181891911,56.21129878,1,2,0.002689232,2.589971492
Good,4,3,4,4,5,169.723718,0.392029338,25.78283227,1,0,0.006539682,2.962300333
Good,3,4,4,5,5,135.491556,0.155079664,42.43716927,1,2,0.010176007,2.837504741
Good,2,4,4,4,4,137.151008,0.293258331,47.16532137,3,4,0.00875495,2.264622852
Excellent,4,5,5,4,4,130.511082,0.332956086,54.25989901,1,1,0.001288498,2.946290455
Good,3,2,4,5,4,93.624576,0.128768343,57.80906781,1,2,0.003031116,2.409466983
Good,2,4,4,4,4,131.469722,0.232856957,24.75644235,0,3,0.008822314,2.215165612
Good,3,4,2,3,4,133.204604,0.0,17.38594493,0,0,0.003052538,2.104638935
Bad,1,2,4,4,4,181.264842,0.117073483,67.99818279,2,2,0.005326101,2.229012125
Good,2,5,5,5,4,128.152781,0.209691822,50.98165222,2,1,0.007650156,2.194729273
Excellent,4,4,4,5,5,138.030947,0.090266018,31.52724234,1,0,0.003094967,2.418166489
Good,3,5,3,4,5,131.305765,0.435889356,72.92073556,1,1,0.006316127,2.414229592
Good,3,4,3,4,5,108.626439,0.068383035,47.08214342,0,3,0.001997924,2.351218408
Good,2,4,4,4,5,154.856456,0.187194662,66.22734931,3,1,0.004195897,2.524775268
Excellent,3,5,5,4,4,147.038661,0.255688869,46.21533267,2,2,0.006959346,2.82625851
Good,4,4,4,3,5,147.820639,0.412952795,82.09346265,0,1,0.001221019,2.729821654
Good,2,5,3,3,4,113.812251,0.067696542,76.59613516,2,5,0.007321424,1.756040813
Good,2,4,4,5,5,160.055886,0.37957965,40.51864533,0,1,0.005941087,1.328431546
Good,3,4,4,4,4,103.962979,0.241227967,62.48827712,1,4,0.00765747,2.723727964
Good,2,5,4,5,4,143.737142,0.122218962,56.61676709,0,2,0.006671742,1.803248521
Good,3,3,5,4,5,175.809113,0.295452417,69.63536804,0,0,0.010092421,2.260093839
Good,2,4,5,4,5,112.189273,0.263887163,27.63137771,1,1,0.006375674,1.88195479
Good,1,5,4,5,4,120.674045,0.167973975,57.34892628,1,3,0.004711783,1.629207825
Good,3,5,4,4,4,133.993027,0.24837625,64.05164076,0,2,0.006366893,2.566585091
Good,3,4,4,3,5,121.930487,0.193762368,13.34268924,1,3,0.007629894,2.653662064
Bad,1,3,4,4,4,100.986731,0.253622081,23.70134677,3,3,0.00614658,2.11939584
Good,1,4,4,3,5,133.371259,0.319455681,8.2938208,0,1,0.006121775,1.313583083
Good,2,4,4,4,4,110.753926,0.430322018,40.15067698,2,0,0.003894025,2.131502221
Excellent,4,5,4,5,5,141.471849,0.09146214,57.9157606,0,1,0.004011297,2.506721602
Good,1,4,3,4,4,113.611515,0.495964005,72.04242694,0,4,0.001792184,1.758435372
Good,3,4,3,5,5,162.998688,0.005749464,46.33370605,0,2,0.01124873,2.423343968
Good,2,5,4,4,4,116.334934,0.221785789,74.31507982,0,4,0.00226841,2.34387606
Good,2,4,5,4,4,125.55877,0.310598065,20.15817375,2,3,0.003921284,2.5817166
Good,2,4,5,3,5,148.270344,0.273719024,14.33911609,2,2,0.003844778,2.397832147
Good,1,3,5,5,4,107.382714,0.165276058,44.00014142,2,3,0.008684773,1.960772424
Excellent,3,5,4,5,5,136.549199,0.21502533,51.91317808,2,2,0.005115151,2.828628601
Good,2,4,4,5,4,158.142855,0.180839888,44.41149453,1,2,0.009743226,2.286588171
Bad,2,3,4,2,4,99.850335,0.169276229,7.7860422,2,2,0.003979528,2.339078184
Good,1,4,4,4,4,135.692677,0.341952252,43.39583929,4,3,0.006836982,1.976692816
Good,2,5,4,4,4,137.197656,0.282841858,21.51954899,0,1,0.003493959,2.1726871
Good,2,5,4,5,4,147.636457,0.156850849,57.05410588,1,2,0.012435447,1.996078914
Good,2,4,4,5,5,107.260986,0.347951985,51.59876843,1,3,0.002437205,2.280821576
Good,4,3,5,3,5,105.590868,0.276875943,28.08216385,0,2,0.006929462,3.034683392
Good,1,4,4,5,4,142.438831,0.337543454,35.75039549,3,0,0.007901331,1.801239543
Good,1,4,4,4,4,137.939693,0.315555461,25.93415661,1,1,0.007241397,1.704575441
